Case ID;Activity;Resource;Start;Complete;Variant;Variant index
travel permit 7971;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;07-03-2018 5:53:05;07-03-2018 5:53:05;Variant 2;2
travel permit 7971;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;07-03-2018 16:33:47;07-03-2018 16:33:47;Variant 2;2
travel permit 7971;Request Payment;UNDEFINED;07-03-2018 20:19:15;07-03-2018 20:19:15;Variant 2;2
travel permit 7971;Payment Handled;UNDEFINED;12-03-2018 13:31:15;12-03-2018 13:31:15;Variant 2;2
travel permit 62024;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 7:31:49;05-02-2018 7:31:49;Variant 7;7
travel permit 62024;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 7:31:51;05-02-2018 7:31:51;Variant 7;7
travel permit 62024;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 4:33:19;06-02-2018 4:33:19;Variant 7;7
travel permit 62024;Request For Payment SUBMITTED by EMPLOYEE;EMPLOYEE;09-02-2018 10:46:21;09-02-2018 10:46:21;Variant 7;7
travel permit 62024;Request For Payment APPROVED by ADMINISTRATION;ADMINISTRATION;09-02-2018 10:46:35;09-02-2018 10:46:35;Variant 7;7
travel permit 62024;Request For Payment FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-02-2018 6:40:37;13-02-2018 6:40:37;Variant 7;7
travel permit 62024;Request Payment;UNDEFINED;15-02-2018 7:08:58;15-02-2018 7:08:58;Variant 7;7
travel permit 62024;Payment Handled;UNDEFINED;19-02-2018 13:31:34;19-02-2018 13:31:34;Variant 7;7
travel permit 62024;Start trip;EMPLOYEE;11-03-2018 20:00:00;11-03-2018 20:00:00;Variant 7;7
travel permit 62024;End trip;EMPLOYEE;15-03-2018 20:00:00;15-03-2018 20:00:00;Variant 7;7
travel permit 62024;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;22-03-2018 12:26:50;22-03-2018 12:26:50;Variant 7;7
travel permit 62024;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;22-03-2018 16:52:41;22-03-2018 16:52:41;Variant 7;7
travel permit 62024;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;27-03-2018 3:38:21;27-03-2018 3:38:21;Variant 7;7
travel permit 62024;Request Payment;UNDEFINED;03-04-2018 8:24:59;03-04-2018 8:24:59;Variant 7;7
travel permit 62024;Payment Handled;UNDEFINED;05-04-2018 12:30:52;05-04-2018 12:30:52;Variant 7;7
travel permit 64151;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 8:05:45;05-02-2018 8:05:45;Variant 1;1
travel permit 64151;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 8:05:48;05-02-2018 8:05:48;Variant 1;1
travel permit 64151;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 4:50:41;06-02-2018 4:50:41;Variant 1;1
travel permit 64151;Start trip;EMPLOYEE;10-02-2018 20:00:00;10-02-2018 20:00:00;Variant 1;1
travel permit 64151;End trip;EMPLOYEE;17-02-2018 20:00:00;17-02-2018 20:00:00;Variant 1;1
travel permit 64151;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;12-03-2018 4:45:15;12-03-2018 4:45:15;Variant 1;1
travel permit 64151;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;19-03-2018 5:20:29;19-03-2018 5:20:29;Variant 1;1
travel permit 64151;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;20-03-2018 5:13:00;20-03-2018 5:13:00;Variant 1;1
travel permit 64151;Request Payment;UNDEFINED;21-03-2018 9:19:16;21-03-2018 9:19:16;Variant 1;1
travel permit 64151;Payment Handled;UNDEFINED;22-03-2018 13:31:11;22-03-2018 13:31:11;Variant 1;1
travel permit 2937;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 10:05:53;05-02-2018 10:05:53;Variant 3;3
travel permit 2937;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 10:05:57;05-02-2018 10:05:57;Variant 3;3
travel permit 2937;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 4:52:09;06-02-2018 4:52:09;Variant 3;3
travel permit 2937;Start trip;EMPLOYEE;24-02-2018 20:00:00;24-02-2018 20:00:00;Variant 3;3
travel permit 2937;End trip;EMPLOYEE;01-03-2018 20:00:00;01-03-2018 20:00:00;Variant 3;3
travel permit 2937;Send Reminder;UNDEFINED;01-05-2018 1:00:08;01-05-2018 1:00:08;Variant 3;3
travel permit 2937;Send Reminder;UNDEFINED;01-07-2018 0:01:22;01-07-2018 0:01:22;Variant 3;3
travel permit 3429;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 12:24:51;05-02-2018 12:24:51;Variant 1;1
travel permit 3429;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 12:25:02;05-02-2018 12:25:02;Variant 1;1
travel permit 3429;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 7:38:55;06-02-2018 7:38:55;Variant 1;1
travel permit 3429;Start trip;EMPLOYEE;13-02-2018 20:00:00;13-02-2018 20:00:00;Variant 1;1
travel permit 3429;End trip;EMPLOYEE;14-02-2018 20:00:00;14-02-2018 20:00:00;Variant 1;1
travel permit 3429;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;06-03-2018 9:09:01;06-03-2018 9:09:01;Variant 1;1
travel permit 3429;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;06-03-2018 9:31:47;06-03-2018 9:31:47;Variant 1;1
travel permit 3429;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-03-2018 12:27:29;06-03-2018 12:27:29;Variant 1;1
travel permit 3429;Request Payment;UNDEFINED;08-03-2018 9:56:01;08-03-2018 9:56:01;Variant 1;1
travel permit 3429;Payment Handled;UNDEFINED;12-03-2018 13:31:15;12-03-2018 13:31:15;Variant 1;1
travel permit 8030;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 12:43:34;05-02-2018 12:43:34;Variant 10;10
travel permit 8030;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 12:43:38;05-02-2018 12:43:38;Variant 10;10
travel permit 8030;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;06-02-2018 4:05:24;06-02-2018 4:05:24;Variant 10;10
travel permit 8030;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 4:41:52;06-02-2018 4:41:52;Variant 10;10
travel permit 8030;Start trip;EMPLOYEE;19-02-2018 20:00:00;19-02-2018 20:00:00;Variant 10;10
travel permit 8030;End trip;EMPLOYEE;20-02-2018 20:00:00;20-02-2018 20:00:00;Variant 10;10
travel permit 8030;Send Reminder;UNDEFINED;01-04-2018 1:00:30;01-04-2018 1:00:30;Variant 10;10
travel permit 8030;Send Reminder;UNDEFINED;01-06-2018 0:01:03;01-06-2018 0:01:03;Variant 10;10
travel permit 23676;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 13:30:48;05-02-2018 13:30:48;Variant 1;1
travel permit 23676;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 13:30:53;05-02-2018 13:30:53;Variant 1;1
travel permit 23676;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 6:48:42;06-02-2018 6:48:42;Variant 1;1
travel permit 23676;Start trip;EMPLOYEE;14-02-2018 20:00:00;14-02-2018 20:00:00;Variant 1;1
travel permit 23676;End trip;EMPLOYEE;17-02-2018 20:00:00;17-02-2018 20:00:00;Variant 1;1
travel permit 23676;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;22-02-2018 10:44:19;22-02-2018 10:44:19;Variant 1;1
travel permit 23676;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;22-02-2018 12:44:06;22-02-2018 12:44:06;Variant 1;1
travel permit 23676;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;23-02-2018 10:10:19;23-02-2018 10:10:19;Variant 1;1
travel permit 23676;Request Payment;UNDEFINED;26-02-2018 5:53:48;26-02-2018 5:53:48;Variant 1;1
travel permit 23676;Payment Handled;UNDEFINED;01-03-2018 13:31:26;01-03-2018 13:31:26;Variant 1;1
travel permit 23686;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-02-2018 13:38:37;05-02-2018 13:38:37;Variant 1;1
travel permit 23686;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-02-2018 13:38:56;05-02-2018 13:38:56;Variant 1;1
travel permit 23686;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-02-2018 7:10:13;08-02-2018 7:10:13;Variant 1;1
travel permit 23686;Start trip;EMPLOYEE;21-04-2018 19:00:00;21-04-2018 19:00:00;Variant 1;1
travel permit 23686;End trip;EMPLOYEE;25-04-2018 19:00:00;25-04-2018 19:00:00;Variant 1;1
travel permit 23686;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;30-04-2018 16:49:04;30-04-2018 16:49:04;Variant 1;1
travel permit 23686;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;30-04-2018 17:26:04;30-04-2018 17:26:04;Variant 1;1
travel permit 23686;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;01-05-2018 3:53:07;01-05-2018 3:53:07;Variant 1;1
travel permit 23686;Request Payment;UNDEFINED;01-05-2018 4:52:39;01-05-2018 4:52:39;Variant 1;1
travel permit 23686;Payment Handled;UNDEFINED;03-05-2018 12:31:16;03-05-2018 12:31:16;Variant 1;1
travel permit 4442;Start trip;EMPLOYEE;05-02-2018 20:00:00;05-02-2018 20:00:00;Variant 8;8
travel permit 4442;End trip;EMPLOYEE;06-02-2018 20:00:00;06-02-2018 20:00:00;Variant 8;8
travel permit 4442;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;19-02-2018 11:49:22;19-02-2018 11:49:22;Variant 8;8
travel permit 4442;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;19-02-2018 11:49:33;19-02-2018 11:49:33;Variant 8;8
travel permit 4442;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;20-02-2018 8:50:28;20-02-2018 8:50:28;Variant 8;8
travel permit 4442;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;08-03-2018 6:42:52;08-03-2018 6:42:52;Variant 8;8
travel permit 4442;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;08-03-2018 6:50:34;08-03-2018 6:50:34;Variant 8;8
travel permit 4442;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-03-2018 6:07:44;12-03-2018 6:07:44;Variant 8;8
travel permit 4442;Request Payment;UNDEFINED;13-03-2018 2:29:44;13-03-2018 2:29:44;Variant 8;8
travel permit 4442;Payment Handled;UNDEFINED;15-03-2018 13:31:15;15-03-2018 13:31:15;Variant 8;8
travel permit 56352;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 6:04:29;06-02-2018 6:04:29;Variant 1;1
travel permit 56352;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 6:04:33;06-02-2018 6:04:33;Variant 1;1
travel permit 56352;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-02-2018 7:11:01;08-02-2018 7:11:01;Variant 1;1
travel permit 56352;Start trip;EMPLOYEE;05-05-2018 19:00:00;05-05-2018 19:00:00;Variant 1;1
travel permit 56352;End trip;EMPLOYEE;06-05-2018 19:00:00;06-05-2018 19:00:00;Variant 1;1
travel permit 56352;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;24-05-2018 2:48:49;24-05-2018 2:48:49;Variant 1;1
travel permit 56352;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;24-05-2018 2:52:21;24-05-2018 2:52:21;Variant 1;1
travel permit 56352;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;29-05-2018 8:03:49;29-05-2018 8:03:49;Variant 1;1
travel permit 56352;Request Payment;UNDEFINED;04-06-2018 13:13:24;04-06-2018 13:13:24;Variant 1;1
travel permit 56352;Payment Handled;UNDEFINED;07-06-2018 11:31:37;07-06-2018 11:31:37;Variant 1;1
travel permit 3440;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 6:38:06;06-02-2018 6:38:06;Variant 7;7
travel permit 3440;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 6:38:12;06-02-2018 6:38:12;Variant 7;7
travel permit 3440;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 7:37:05;06-02-2018 7:37:05;Variant 7;7
travel permit 3440;Request For Payment SUBMITTED by EMPLOYEE;EMPLOYEE;07-02-2018 9:08:59;07-02-2018 9:08:59;Variant 7;7
travel permit 3440;Request For Payment APPROVED by ADMINISTRATION;ADMINISTRATION;07-02-2018 9:23:38;07-02-2018 9:23:38;Variant 7;7
travel permit 3440;Request For Payment FINAL_APPROVED by SUPERVISOR;SUPERVISOR;07-02-2018 9:43:27;07-02-2018 9:43:27;Variant 7;7
travel permit 3440;Request Payment;UNDEFINED;07-02-2018 13:05:35;07-02-2018 13:05:35;Variant 7;7
travel permit 3440;Payment Handled;UNDEFINED;08-02-2018 13:31:11;08-02-2018 13:31:11;Variant 7;7
travel permit 3440;Start trip;EMPLOYEE;20-02-2018 20:00:00;20-02-2018 20:00:00;Variant 7;7
travel permit 3440;End trip;EMPLOYEE;03-03-2018 20:00:00;03-03-2018 20:00:00;Variant 7;7
travel permit 3440;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;09-03-2018 10:10:24;09-03-2018 10:10:24;Variant 7;7
travel permit 3440;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;09-03-2018 10:23:16;09-03-2018 10:23:16;Variant 7;7
travel permit 3440;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-03-2018 11:00:47;09-03-2018 11:00:47;Variant 7;7
travel permit 3440;Request Payment;UNDEFINED;12-03-2018 6:53:05;12-03-2018 6:53:05;Variant 7;7
travel permit 3440;Payment Handled;UNDEFINED;15-03-2018 13:31:15;15-03-2018 13:31:15;Variant 7;7
travel permit 6452;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 7:42:43;06-02-2018 7:42:43;Variant 1;1
travel permit 6452;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 7:42:47;06-02-2018 7:42:47;Variant 1;1
travel permit 6452;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 10:24:09;06-02-2018 10:24:09;Variant 1;1
travel permit 6452;Start trip;EMPLOYEE;15-04-2018 19:00:00;15-04-2018 19:00:00;Variant 1;1
travel permit 6452;End trip;EMPLOYEE;17-04-2018 19:00:00;17-04-2018 19:00:00;Variant 1;1
travel permit 6452;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;25-04-2018 9:48:29;25-04-2018 9:48:29;Variant 1;1
travel permit 6452;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;25-04-2018 9:48:40;25-04-2018 9:48:40;Variant 1;1
travel permit 6452;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;26-04-2018 4:54:18;26-04-2018 4:54:18;Variant 1;1
travel permit 6452;Request Payment;UNDEFINED;26-04-2018 5:37:13;26-04-2018 5:37:13;Variant 1;1
travel permit 6452;Payment Handled;UNDEFINED;30-04-2018 12:31:11;30-04-2018 12:31:11;Variant 1;1
travel permit 64162;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 7:53:49;06-02-2018 7:53:49;Variant 1;1
travel permit 64162;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 7:53:54;06-02-2018 7:53:54;Variant 1;1
travel permit 64162;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-02-2018 8:53:50;06-02-2018 8:53:50;Variant 1;1
travel permit 64162;Start trip;EMPLOYEE;20-02-2018 20:00:00;20-02-2018 20:00:00;Variant 1;1
travel permit 64162;End trip;EMPLOYEE;22-02-2018 20:00:00;22-02-2018 20:00:00;Variant 1;1
travel permit 64162;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;28-02-2018 6:57:33;28-02-2018 6:57:33;Variant 1;1
travel permit 64162;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;28-02-2018 6:58:10;28-02-2018 6:58:10;Variant 1;1
travel permit 64162;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;28-02-2018 9:58:30;28-02-2018 9:58:30;Variant 1;1
travel permit 64162;Request Payment;UNDEFINED;06-03-2018 6:00:45;06-03-2018 6:00:45;Variant 1;1
travel permit 64162;Payment Handled;UNDEFINED;08-03-2018 13:31:00;08-03-2018 13:31:00;Variant 1;1
travel permit 31740;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 9:51:49;06-02-2018 9:51:49;Variant 1;1
travel permit 31740;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 9:51:52;06-02-2018 9:51:52;Variant 1;1
travel permit 31740;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;07-02-2018 9:07:31;07-02-2018 9:07:31;Variant 1;1
travel permit 31740;Start trip;EMPLOYEE;25-03-2018 19:00:00;25-03-2018 19:00:00;Variant 1;1
travel permit 31740;End trip;EMPLOYEE;26-03-2018 19:00:00;26-03-2018 19:00:00;Variant 1;1
travel permit 31740;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;29-03-2018 10:13:34;29-03-2018 10:13:34;Variant 1;1
travel permit 31740;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;29-03-2018 10:15:51;29-03-2018 10:15:51;Variant 1;1
travel permit 31740;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;03-04-2018 11:28:09;03-04-2018 11:28:09;Variant 1;1
travel permit 31740;Request Payment;UNDEFINED;05-04-2018 7:07:48;05-04-2018 7:07:48;Variant 1;1
travel permit 31740;Payment Handled;UNDEFINED;09-04-2018 12:30:58;09-04-2018 12:30:58;Variant 1;1
travel permit 3470;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 10:04:42;06-02-2018 10:04:42;Variant 3;3
travel permit 3470;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 10:04:48;06-02-2018 10:04:48;Variant 3;3
travel permit 3470;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;07-02-2018 5:15:11;07-02-2018 5:15:11;Variant 3;3
travel permit 3470;Start trip;EMPLOYEE;24-03-2018 20:00:00;24-03-2018 20:00:00;Variant 3;3
travel permit 3470;End trip;EMPLOYEE;27-03-2018 19:00:00;27-03-2018 19:00:00;Variant 3;3
travel permit 3470;Send Reminder;UNDEFINED;01-05-2018 1:00:11;01-05-2018 1:00:11;Variant 3;3
travel permit 3470;Send Reminder;UNDEFINED;01-07-2018 0:01:17;01-07-2018 0:01:17;Variant 3;3
travel permit 67622;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 10:29:17;06-02-2018 10:29:17;Variant 2;2
travel permit 67622;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 10:29:22;06-02-2018 10:29:22;Variant 2;2
travel permit 67622;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;07-02-2018 9:17:33;07-02-2018 9:17:33;Variant 2;2
travel permit 67622;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;14-02-2018 1:15:31;14-02-2018 1:15:31;Variant 2;2
travel permit 67622;Start trip;EMPLOYEE;04-03-2018 20:00:00;04-03-2018 20:00:00;Variant 2;2
travel permit 67622;End trip;EMPLOYEE;05-03-2018 20:00:00;05-03-2018 20:00:00;Variant 2;2
travel permit 67622;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;20-03-2018 13:20:55;20-03-2018 13:20:55;Variant 2;2
travel permit 67622;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;20-03-2018 13:22:24;20-03-2018 13:22:24;Variant 2;2
travel permit 67622;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;21-03-2018 10:42:15;21-03-2018 10:42:15;Variant 2;2
travel permit 67622;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;28-03-2018 0:15:25;28-03-2018 0:15:25;Variant 2;2
travel permit 67622;Request Payment;UNDEFINED;16-04-2018 3:43:46;16-04-2018 3:43:46;Variant 2;2
travel permit 67622;Payment Handled;UNDEFINED;19-04-2018 12:31:31;19-04-2018 12:31:31;Variant 2;2
travel permit 15126;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 11:47:37;06-02-2018 11:47:37;Variant 7;7
travel permit 15126;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 11:47:41;06-02-2018 11:47:41;Variant 7;7
travel permit 15126;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;07-02-2018 8:44:08;07-02-2018 8:44:08;Variant 7;7
travel permit 15126;Request For Payment SUBMITTED by EMPLOYEE;EMPLOYEE;20-02-2018 4:56:15;20-02-2018 4:56:15;Variant 7;7
travel permit 15126;Request For Payment APPROVED by ADMINISTRATION;ADMINISTRATION;20-02-2018 4:56:17;20-02-2018 4:56:17;Variant 7;7
travel permit 15126;Request For Payment FINAL_APPROVED by SUPERVISOR;SUPERVISOR;20-02-2018 8:05:01;20-02-2018 8:05:01;Variant 7;7
travel permit 15126;Request Payment;UNDEFINED;20-02-2018 11:14:37;20-02-2018 11:14:37;Variant 7;7
travel permit 15126;Payment Handled;UNDEFINED;22-02-2018 13:30:41;22-02-2018 13:30:41;Variant 7;7
travel permit 15126;Start trip;EMPLOYEE;08-04-2018 19:00:00;08-04-2018 19:00:00;Variant 7;7
travel permit 15126;End trip;EMPLOYEE;12-04-2018 19:00:00;12-04-2018 19:00:00;Variant 7;7
travel permit 15126;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;13-04-2018 9:01:11;13-04-2018 9:01:11;Variant 7;7
travel permit 15126;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;13-04-2018 9:06:00;13-04-2018 9:06:00;Variant 7;7
travel permit 15126;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-04-2018 10:16:12;13-04-2018 10:16:12;Variant 7;7
travel permit 15126;Request Payment;UNDEFINED;16-04-2018 3:53:06;16-04-2018 3:53:06;Variant 7;7
travel permit 15126;Payment Handled;UNDEFINED;19-04-2018 12:31:31;19-04-2018 12:31:31;Variant 7;7
travel permit 14554;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 16:35:07;06-02-2018 16:35:07;Variant 9;9
travel permit 14554;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 16:35:11;06-02-2018 16:35:11;Variant 9;9
travel permit 14554;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;07-02-2018 5:16:10;07-02-2018 5:16:10;Variant 9;9
travel permit 14554;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-02-2018 13:08:58;08-02-2018 13:08:58;Variant 9;9
travel permit 14554;Start trip;EMPLOYEE;13-02-2018 20:00:00;13-02-2018 20:00:00;Variant 9;9
travel permit 14554;End trip;EMPLOYEE;16-02-2018 20:00:00;16-02-2018 20:00:00;Variant 9;9
travel permit 14554;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;01-03-2018 14:32:29;01-03-2018 14:32:29;Variant 9;9
travel permit 14554;Declaration REJECTED by ADMINISTRATION;ADMINISTRATION;01-03-2018 14:32:45;01-03-2018 14:32:45;Variant 9;9
travel permit 14554;Declaration REJECTED by EMPLOYEE;EMPLOYEE;02-03-2018 10:45:28;02-03-2018 10:45:28;Variant 9;9
travel permit 14554;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;14-03-2018 10:24:20;14-03-2018 10:24:20;Variant 9;9
travel permit 14554;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;14-03-2018 10:29:37;14-03-2018 10:29:37;Variant 9;9
travel permit 14554;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;15-03-2018 10:42:19;15-03-2018 10:42:19;Variant 9;9
travel permit 14554;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;22-03-2018 1:15:19;22-03-2018 1:15:19;Variant 9;9
travel permit 14554;Request Payment;UNDEFINED;29-03-2018 4:18:34;29-03-2018 4:18:34;Variant 9;9
travel permit 14554;Payment Handled;UNDEFINED;05-04-2018 12:30:52;05-04-2018 12:30:52;Variant 9;9
travel permit 6517;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 19:02:53;06-02-2018 19:02:53;Variant 2;2
travel permit 6517;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 19:02:55;06-02-2018 19:02:55;Variant 2;2
travel permit 6517;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;08-02-2018 4:14:31;08-02-2018 4:14:31;Variant 2;2
travel permit 6517;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-02-2018 7:49:55;08-02-2018 7:49:55;Variant 2;2
travel permit 6517;Start trip;EMPLOYEE;14-09-2018 19:00:00;14-09-2018 19:00:00;Variant 2;2
travel permit 6517;End trip;EMPLOYEE;19-09-2018 19:00:00;19-09-2018 19:00:00;Variant 2;2
travel permit 6517;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;09-10-2018 8:03:51;09-10-2018 8:03:51;Variant 2;2
travel permit 6517;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;09-10-2018 8:03:57;09-10-2018 8:03:57;Variant 2;2
travel permit 6517;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;10-10-2018 2:53:27;10-10-2018 2:53:27;Variant 2;2
travel permit 6517;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;10-10-2018 3:28:01;10-10-2018 3:28:01;Variant 2;2
travel permit 6517;Request Payment;UNDEFINED;12-10-2018 6:01:52;12-10-2018 6:01:52;Variant 2;2
travel permit 6517;Payment Handled;UNDEFINED;15-10-2018 12:31:12;15-10-2018 12:31:12;Variant 2;2
travel permit 8929;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-02-2018 19:15:48;06-02-2018 19:15:48;Variant 3;3
travel permit 8929;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-02-2018 19:15:53;06-02-2018 19:15:53;Variant 3;3
travel permit 8929;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-02-2018 4:15:17;08-02-2018 4:15:17;Variant 3;3
travel permit 8929;Start trip;EMPLOYEE;22-09-2018 19:00:00;22-09-2018 19:00:00;Variant 3;3
travel permit 8929;End trip;EMPLOYEE;28-09-2018 19:00:00;28-09-2018 19:00:00;Variant 3;3
travel permit 8929;Send Reminder;UNDEFINED;01-11-2018 2:00:27;01-11-2018 2:00:27;Variant 3;3
travel permit 8929;Send Reminder;UNDEFINED;01-01-2019 2:00:52;01-01-2019 2:00:52;Variant 3;3
travel permit 8934;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;07-02-2018 6:32:12;07-02-2018 6:32:12;Variant 10;10
travel permit 8934;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;07-02-2018 6:32:36;07-02-2018 6:32:36;Variant 10;10
travel permit 8934;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;08-02-2018 4:10:15;08-02-2018 4:10:15;Variant 10;10
travel permit 8934;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-02-2018 6:34:43;13-02-2018 6:34:43;Variant 10;10
